,created_at,favorites,retweets,text,tweet_id,user_id,user_name,user_screen_name
0,1585007914000.0,0,0,"$btc update 

So with this bullish engulfing daily close ,and we didn’t saw a big rejection ,the bullish scenario may be valid as well ,we’ll see ; 

6.4k-6.6k is the range ,up or down above/below that levels 

With Trump support and watching S&P500 moving up ,we may going UP",1242239346973052929,107425355,Crypto Bravehearts,107425355
1,1585006547000.0,0,0,S&P500 $SPX is entering a longterm demand zone for a great buy opportunity no reversal till 2400 is reclaimed and heldpic.twitter.com/LjRBgss4HW,1242233612382199808,288252647,Garciamane,288252647
2,1585006173000.0,14,0,"Selling being absorbed down here as S&P500 hasn't made a new low in 22 hours. 

Possibly too early - but turnaround Tuesday could be on the cards for tomorrow. 

Will be targeting 2700 on a bounce before new lows.

$SPX $ESpic.twitter.com/4qbuauBmzk",1242232045599952900,236804287,CG ▪️,236804287
3,1585005369000.0,4,1,"S&P500

There is a chance that the bottom is in. 
Usually the second touch gets a front run.

(Channel touch would be at 1800 (this month))

Monthly close above 2444 wouldnt suprise me...

#spx #sp500pic.twitter.com/KCLgBjpWj7",1242228672947466241,112573763,Roger Quantrillo,112573763
4,1585005006000.0,3,1,"And the Dow Jones closed at 18,591.93.  The other big indices took a dive, as well:  S&P500, NASDAQ, Russell, etc.",1242227148263264256,829601429509648384,Wineaux,829601429509648384
5,1585004913000.0,1,0,"Raising the Dow Jones, Nikea and S&P500. You know that cure.",1242226761057828865,2905444113,NYCBxBklynGirl 🌊🇺🇸🗽✊🏾,2905444113
6,1585004739000.0,25,3,"S&P 500:

Aligning well with the 88yr trend line chart I posted earlier, 50% Fib retracements for the S&P500 look to be the norm over the last 40 years. pic.twitter.com/YB2VyDvRow",1242226030225633281,858758851700686848,Nunya Bizniz,858758851700686848
7,1585004108000.0,0,0,Fran referred you so you get a free stock. Claim this stock now without investing money first: https://join.robinhood.com/frani2  #stocks #s&p500 #dowjones,1242223383586246658,707735695721414656,franthemannn,707735695721414656
8,1585004041000.0,2,0,Innovative Tech already made its low and diverging versus S&P500 today pic.twitter.com/3ckoJMU8EJ,1242223099858145280,779872569872617472,Edwin,779872569872617472
9,1585003820000.0,0,0,"S&P500 -2.93%
Russell2000 -1.13%
SOX +3.36%
DJT -1.96%
HYG -1.61%
STOXX600 -4.30%
DAX -2.10%
FTSE -3.79%

FB -1.09%
AMZN +3.07%
AAPL -2.12%
NFLX +8.24%
NVDA +3.37%
MSFT -1.00%
GOOGL -1.32%
INTC +8.18% pic.twitter.com/vNySpJYZmd",1242222175035297800,205015989,しめじめし,205015989
10,1585002743000.0,0,0,Coping with Market Volatility #StockMarket #Taxes #Market #Dow #Nasdaq #S&P500 http://rviv.ly/HwQd5I pic.twitter.com/7Ul9Kj1Pcb,1242217655504760832,227440917,Davies Wealth Management,227440917
11,1585002583000.0,0,0,Of course. S&P500 slumped to 900 during GFC. Still at 2300 right now...,1242216984642641920,23168442,Frankie T,23168442
12,1585001948000.0,1,0,Nasdaq Comp really going Sideways. NIKKEI 225 on RSI 16 - pretty much lowest ever. S&P500 like DOW with small down Candle and a bit Hammery. RSI 19 as low as anytime on Chart.,1242214324942274561,2822379212,WheelieDealer,2822379212
13,1585001750000.0,1,0,"■DJIA－3/6ーSELL＠25864.78ーSL:20392.72
(LAST＠11591.93) #dji

■S&P500－3/6ーSELL＠2972.37ーSL:2445.64
(LAST＠2237.40） #gspc 

■NASADAQ－3/9ーSELL＠7950.68ーSL:7253.96
(LAST＠6860.67) #ixic #nasdaq

■RUSSELL2000－3/6ーSELL＠1449.22ーSL:1068.86
(LAST＠1002.40) #rut #russell",1242213493798916096,126613493,Kaname Gokon,126613493
14,1585001262000.0,0,0,Strategic Insights: Fear Itself of Geoeconomic Panic -- Global Market Update in an period of economic uncertainty #S&P500 #Treasuries #AssetAllocation #COVID-19 https://www.linkedin.com/pulse/fear-itself-geoeconomic-panic-david-goerz … via @LinkedIn,1242211444675899392,254656358,MarketWatcher,254656358
15,1585001220000.0,6534,1998,I can’t help feeling that our rapid transition from “This disease is an overhyped hoax” to “I regret to say we’re going to have to let a few million of you die in order to protect the S&P500” represents some kind of failure in public policy.,1242211270587269124,749463,Angus McIntyre,749463
16,1585000212000.0,1,1,Bitcoin’s Correlation With S&P500 At 2-Year High Amid the Coronavirus Crisis ⋆ Crypto New Media https://cryptonewmedia.press/2020/03/22/bitcoins-correlation-with-sp500-at-2-year-high-amid-the-coronavirus-crisis/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+BitcoinIndependentNewsAndBlog+%28Cryptocurrency+new+media+press%29 …,1242207040350683137,1005365114160046081,PANDROYTY(PDRY),1005365114160046081
17,1585000028000.0,0,0,"#Trump`s statements today did not positively affect the financial markets: #DowJones closed with minus 3% and the index S&P500 recorded almost minus 3%
#FinancialMarkets #Stocks #Shares #News #Finance #Marketwatch #ApricotLawyer",1242206269622157318,2207853764,ApricotLawyer.com,2207853764
18,1584999855000.0,1,1,"Markets welcomed the Fed’s 2nd wave of rescue actions, which includes open-ended bond buying. S&P500, which at one stage was down 5%, is currently down 2.8%. US$ and bond yields are slightly lower, allowing AUD & NZD to hold ground, while commodities fell. https://podcasts.apple.com/au/podcast/finance-am/id1453348733?i=1000469270951 …",1242205544112242688,3123878744,Robert Rennie,3123878744
19,1584998714000.0,0,0,"It's not surprising, the Nasdaq has become a collection of global monopolies: $AMZN (AWS) $MSFT $AAPL $FB $GOOG $NFLX
These are the same companies that lifted the S&P500 for so many years.
They are also non cyclical operationally (mostly).",1242200758088581121,1189610114971557888,Exile of the Mainstream,1189610114971557888
20,1585007914000.0,0,0,"$btc update 

So with this bullish engulfing daily close ,and we didn’t saw a big rejection ,the bullish scenario may be valid as well ,we’ll see ; 

6.4k-6.6k is the range ,up or down above/below that levels 

With Trump support and watching S&P500 moving up ,we may going UP",1242239346973052929,107425355,Crypto Bravehearts,107425355
21,1585006547000.0,0,0,S&P500 $SPX is entering a longterm demand zone for a great buy opportunity no reversal till 2400 is reclaimed and heldpic.twitter.com/LjRBgss4HW,1242233612382199808,288252647,Garciamane,288252647
22,1585006173000.0,14,0,"Selling being absorbed down here as S&P500 hasn't made a new low in 22 hours. 

Possibly too early - but turnaround Tuesday could be on the cards for tomorrow. 

Will be targeting 2700 on a bounce before new lows.

$SPX $ESpic.twitter.com/4qbuauBmzk",1242232045599952900,236804287,CG ▪️,236804287
23,1585005369000.0,4,1,"S&P500

There is a chance that the bottom is in. 
Usually the second touch gets a front run.

(Channel touch would be at 1800 (this month))

Monthly close above 2444 wouldnt suprise me...

#spx #sp500pic.twitter.com/KCLgBjpWj7",1242228672947466241,112573763,Roger Quantrillo,112573763
24,1585005006000.0,3,1,"And the Dow Jones closed at 18,591.93.  The other big indices took a dive, as well:  S&P500, NASDAQ, Russell, etc.",1242227148263264256,829601429509648384,Wineaux,829601429509648384
25,1585004913000.0,1,0,"Raising the Dow Jones, Nikea and S&P500. You know that cure.",1242226761057828865,2905444113,NYCBxBklynGirl 🌊🇺🇸🗽✊🏾,2905444113
26,1585004739000.0,25,3,"S&P 500:

Aligning well with the 88yr trend line chart I posted earlier, 50% Fib retracements for the S&P500 look to be the norm over the last 40 years. pic.twitter.com/YB2VyDvRow",1242226030225633281,858758851700686848,Nunya Bizniz,858758851700686848
27,1585004108000.0,0,0,Fran referred you so you get a free stock. Claim this stock now without investing money first: https://join.robinhood.com/frani2  #stocks #s&p500 #dowjones,1242223383586246658,707735695721414656,franthemannn,707735695721414656
28,1585004041000.0,2,0,Innovative Tech already made its low and diverging versus S&P500 today pic.twitter.com/3ckoJMU8EJ,1242223099858145280,779872569872617472,Edwin,779872569872617472
29,1585003820000.0,0,0,"S&P500 -2.93%
Russell2000 -1.13%
SOX +3.36%
DJT -1.96%
HYG -1.61%
STOXX600 -4.30%
DAX -2.10%
FTSE -3.79%

FB -1.09%
AMZN +3.07%
AAPL -2.12%
NFLX +8.24%
NVDA +3.37%
MSFT -1.00%
GOOGL -1.32%
INTC +8.18% pic.twitter.com/vNySpJYZmd",1242222175035297800,205015989,しめじめし,205015989
30,1585002743000.0,0,0,Coping with Market Volatility #StockMarket #Taxes #Market #Dow #Nasdaq #S&P500 http://rviv.ly/HwQd5I pic.twitter.com/7Ul9Kj1Pcb,1242217655504760832,227440917,Davies Wealth Management,227440917
31,1585002583000.0,0,0,Of course. S&P500 slumped to 900 during GFC. Still at 2300 right now...,1242216984642641920,23168442,Frankie T,23168442
32,1585001948000.0,1,0,Nasdaq Comp really going Sideways. NIKKEI 225 on RSI 16 - pretty much lowest ever. S&P500 like DOW with small down Candle and a bit Hammery. RSI 19 as low as anytime on Chart.,1242214324942274561,2822379212,WheelieDealer,2822379212
33,1585001750000.0,1,0,"■DJIA－3/6ーSELL＠25864.78ーSL:20392.72
(LAST＠11591.93) #dji

■S&P500－3/6ーSELL＠2972.37ーSL:2445.64
(LAST＠2237.40） #gspc 

■NASADAQ－3/9ーSELL＠7950.68ーSL:7253.96
(LAST＠6860.67) #ixic #nasdaq

■RUSSELL2000－3/6ーSELL＠1449.22ーSL:1068.86
(LAST＠1002.40) #rut #russell",1242213493798916096,126613493,Kaname Gokon,126613493
34,1585001262000.0,0,0,Strategic Insights: Fear Itself of Geoeconomic Panic -- Global Market Update in an period of economic uncertainty #S&P500 #Treasuries #AssetAllocation #COVID-19 https://www.linkedin.com/pulse/fear-itself-geoeconomic-panic-david-goerz … via @LinkedIn,1242211444675899392,254656358,MarketWatcher,254656358
35,1585001220000.0,6534,1998,I can’t help feeling that our rapid transition from “This disease is an overhyped hoax” to “I regret to say we’re going to have to let a few million of you die in order to protect the S&P500” represents some kind of failure in public policy.,1242211270587269124,749463,Angus McIntyre,749463
36,1585000212000.0,1,1,Bitcoin’s Correlation With S&P500 At 2-Year High Amid the Coronavirus Crisis ⋆ Crypto New Media https://cryptonewmedia.press/2020/03/22/bitcoins-correlation-with-sp500-at-2-year-high-amid-the-coronavirus-crisis/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+BitcoinIndependentNewsAndBlog+%28Cryptocurrency+new+media+press%29 …,1242207040350683137,1005365114160046081,PANDROYTY(PDRY),1005365114160046081
37,1585000028000.0,0,0,"#Trump`s statements today did not positively affect the financial markets: #DowJones closed with minus 3% and the index S&P500 recorded almost minus 3%
#FinancialMarkets #Stocks #Shares #News #Finance #Marketwatch #ApricotLawyer",1242206269622157318,2207853764,ApricotLawyer.com,2207853764
38,1584999855000.0,1,1,"Markets welcomed the Fed’s 2nd wave of rescue actions, which includes open-ended bond buying. S&P500, which at one stage was down 5%, is currently down 2.8%. US$ and bond yields are slightly lower, allowing AUD & NZD to hold ground, while commodities fell. https://podcasts.apple.com/au/podcast/finance-am/id1453348733?i=1000469270951 …",1242205544112242688,3123878744,Robert Rennie,3123878744
39,1584998714000.0,0,0,"It's not surprising, the Nasdaq has become a collection of global monopolies: $AMZN (AWS) $MSFT $AAPL $FB $GOOG $NFLX
These are the same companies that lifted the S&P500 for so many years.
They are also non cyclical operationally (mostly).",1242200758088581121,1189610114971557888,Exile of the Mainstream,1189610114971557888
40,1584998643000.0,0,1,"Auto-harvested and #ai processed Hints for #business, Finance and #technology Professionals for circa 320 S&P500 #companies. https://twitter.com/GFACCORD/status/1063546027058225152 …pic.twitter.com/9G2XcoTRcp",1242200461773549568,856214647,GF-ACCORD | A.I. era Global Business Consulting,856214647
41,1584997754000.0,0,0,"Have we seen enough?

 80% of central banks have eased rates
 Average policy rates at record lows (negative)
 Fastest 30% S&P500 market decline in history
 Decline in Q2 GDP growth likely to be historic (up to 4x the -10% post-WWII record)",1242196730751471617,1026925761783988224,Alex Shtarkman,1026925761783988224
42,1584997445000.0,0,0,"The Fed is doing all it can to pull down long-term int rates, including now buying corp bonds. But that twists the knife deeper into banks, which need higher rates to profit. Mon.losers:

Truist $TFC -14.5%
USBanc $USB -11.2
M&T $MTB -10.8
BofA $BAC -8.1
Citi $C -7.0

S&P500 -2.9",1242195434359013376,49060415,Tom Petruno,49060415
43,1584997324000.0,1,0,Lol the bottom is around 1250 on the S&P500 we live in a realm of this possibility,1242194928353947648,1210030206464868353,CryptoMind,1210030206464868353
44,1584997299000.0,0,0,"#bitcoin Shoots Up to $6,400 as S&P 500 Falls, Even on Federal Reserves QE Infinity #bitcoinprice #federalreserve #S&amp;P500 https://www.newsbtc.com/2020/03/23/bitcoin-shoots-6400-sp500-fails-bounce-even-federal-reserves-qe-infinity …pic.twitter.com/TOgT4ZYlOc",1242194823483920390,2281314234,BitcoinAgile,2281314234
45,1584997248000.0,0,0,"Quack. Not even once.

The S&P500 closed at: 
2,237.40
(-2.93%)

My analysis concludes that it's because this shelter pup can't believe he just got his very first bed:
https://www.thedodo.com/close-to-home/shelter-dog-gets-his-first-bed …",1242194609599643649,1142771823471468545,Finance Duck,1142771823471468545
46,1584997087000.0,2,5,"Open-ended QE from the Fed but markets still declined: S&P500 -2.93%, DJIA -3.04%, Nasdaq -0.27%. Europe: Stoxx -2.47%, DAX -2.1%, CAC -3.32%, UK-FTSE -3.79%.",1242193935235088384,2621058505,James Foster,2621058505
47,1584996824000.0,1,3,"What are some scenarios for The Grand Depression? Scenario 1: Grand Depression: we plunge to Value Area #2. Scenario 2: Bounce around in VA1, consolidate and then to new highs See the chart attached for the S&P500 SPY ETF $spx $spy $es_f $qqq $aapl $msft $googl $nflx #economypic.twitter.com/V474HUyt2C",1242192829960425472,1187752098462490624,dba.Wilson Capital Education,1187752098462490624
48,1584996211000.0,0,0,Stop panicking @CNBC @SaraEisen @ScottWapnerCNBC @rinsana @jimcramer @SullyCNBC the S&P500 still has 5% to DROP before it is lower than on #Election2016 day. No big deal.,1242190261125623813,1193174540215562242,Mad Max,1193174540215562242
49,1584995794000.0,3,3,"A handful of tech leaders helped Nasdaq hold up today vs the rest of the mkt. Which raises the question: Will tech be the last shoe to drop? Mon. winners:

$ROKU +17.5%
$INTC +8.2
$NFLX +8.2
$AMAT +5.7
$ADBE +4.0
$NVDA+3.4
$AMZN +3.1
$QCOM +2.7
$TSLA +1.6

Nasdaq -0.3
S&P500 -2.9",1242188511496691712,49060415,Tom Petruno,49060415
50,1584995764000.0,1,0,"Well, if he's like me, he's invested in Mutual Funds. They're safer and generally less volatile than any individual stock, and some Index Funds (S&P500, TSM) you mostly buy and hold for years.",1242188383771918336,3315467691,Eryq Ouithaqueue,3315467691
51,1584995470000.0,0,0,"#GoldmanSachs: #S&P500 could fall to 2,000 as corporate losses mounthttps://ca.finance.yahoo.com/news/goldman-sachs-sp500-q2-earnings-estimate-123-percent-decline-192847793.html …",1242187153087619072,274261249,Timothy Karera,274261249
