,created_at,favorites,retweets,text,tweet_id,user_id,user_name,user_screen_name
0,1584834077000.0,3,0,Or short selling the S&P500 a month ago after seeing the news coming out of China.,1241510221035507712,16305138,Logan Attwood,16305138
1,1584831901000.0,1,0,"Lara’s Weekly: Elliott Wave and Technical Analysis of S&P500 and Gold and US Oil | Charts – March 20, 2020 http://dlvr.it/RSKMNH ",1241501095601438720,181877131,Elliott Wave SPX 500,181877131
2,1584831737000.0,1,0,We’ll provide adjusted free cash flow and enterprise values for the S&P500 soon- adjustments featured by @HarvardHBS and @MITSloan as necessary for accurate earnings.,1241500404849967106,191461872,New Constructs,191461872
3,1584831650000.0,0,0,"Tone, well done. Total boss shopping! Kill it trading next week!
One question: 
SH is a short on S&P500 and SPY is an ~ long.
GBTC is a long on BTC. Is there an equivalent to SH to go short BTC on US exchange. I know you have a short BTC with leverage play but I dont BTC.",1241500040675250176,1231822338494099456,snapdaddy,1231822338494099456
4,1584830175000.0,0,0,I still think once Corona is 1M+ we will see the S&P500 drop more then 50%. Then Bitcoin will go sub 3k and I will load up ,1241493856756961281,1147712414,Saitamoshi,1147712414
5,1584828499000.0,3,0,"I do know that if he had simply taken Daddy’s inheritance and invested in the S&P500 he would be more wealthy today. No fraud cases, no bankruptcies.",1241486825161515009,2468758092,Darren Rawie,2468758092
6,1584827154000.0,3,0,Back in 2008 when VIX topped it was the bottom for Gold and Silver and it took 4 more months for S&P500 to bottom...,1241481182715547648,1184078754819268609,Contrarian Trader,1184078754819268609
7,1584826452000.0,0,0,I lost 50% in 2008/2009 financial crisis.. Vowed to never mindlessly put all my money in S&P500.. Run overlay charts SPY v QQQ or VGT over the last 5-8yrs..  Oil/Banks/Retail in SPY will continue to ensure it underperforms....,1241478240876867589,973689359173120001,THE MANGLER,973689359173120001
8,1584826434000.0,1,0,The s&p500’s 29% drop to this point still hasn’t even eaten up all of the empty calories from those buybacks. Still a ways down from here...,1241478165639376896,3098557014,Michael R Isaacson,3098557014
9,1584825827000.0,1,0,"tRump ignored & mocked it, at your expense.
#sad
Stock Market Growth, First 38-Months in-   
Dow-Obama +67.7% #win      
Dow-Trump     -3.3%              

S&P500-Obama +75.2% #win
S&P500-Trump    +1.5%              

NASDAQ-Obama +113.6% #win       
NASDAQ-Trump    +23.8%pic.twitter.com/lV5tZdF7DF",1241475617893294081,132899081,TinyFingeredFührer #VoteyMcVoteface,132899081
