,created_at,favorites,retweets,text,tweet_id,user_id,user_name,user_screen_name
0,1585350181000.0,0,0,Apple Inc stock dropped by 4.1402%! Currently priced at 247.74. #apple #AAPL,1243674919323471873,2321091087,Apple Stock Bot,2321091087
1,1585348772000.0,0,0,Coronavirus will hit hard... Must be patient with Apple - #AAPL chart http://www.tradingview.com/chart/AAPL/lKC2gNl2-Coronavirus-will-hit-hard-Must-be-patient-with-Apple/ …,1243669009548992514,1243586180865839111,RagingBull,1243586180865839111
2,1585344435000.0,0,0,"Apple Inc price at close, 2020-03-27, is 251.85. #apple #AAPL",1243650816076066820,2321091087,Apple Stock Bot,2321091087
3,1585340930000.0,3,0,"Apple stock rallies 5%, Dow Jones 1,200 points up

 #Apple #AAPL #DowJones #iPertinohttps://www.ipertino.com/apple-stock-rallies-5-percent/ …",1243636115283652610,1233896053323091969,iPertino,1233896053323091969
4,1585340487000.0,0,0,"$AAPL finds buyers around 247.05 for the third day in a row: https://techniquant.com/reports/stock-aapl-daily-technical-analysis-report-for-2020-03-27/ …
Sentiment: Neutral #AAPL #Apple",1243634257156870145,931115585790009346,TQ Equities,931115585790009346
5,1585339226000.0,0,0,"Apple releases new COVID-19 app and website based on CDC guidance.

#AAPL
https://www.apple.com/newsroom/2020/03/apple-releases-new-covid-19-app-and-website-based-on-CDC-guidance/ …",1243628968806318082,28450240,Kevin Uhles,28450240
6,1585331033000.0,3,0,"#AAPL
DEAD CAT BOUNCE !!! pic.twitter.com/OCSIYilUOk",1243594607067365377,745492782609928192,"Dr.Anirudh Sethi ,PhD",745492782609928192
7,1585328227000.0,0,0,You can get a #free #stock. Claim this stock now without #investing money first: http://join.robinhood.com/jasonl184  #Robinhood #investing #StockMarket #TSLA #AAPL #stockmarketcrash #robinhoodoutage,1243582836587655168,632223190,Jenny L,632223190
8,1585328213000.0,1,0,Interested in #investing? Check out #Webull and get #TWO #FREE #STOCKS when you sign up! https://act.webull.com/i/ah7uZum9QPPY/lvk/ … #TSLA #AAPL #DowJones #StockMarket #stockmarketcrash #marketcrash,1243582779620614144,632223190,Jenny L,632223190
9,1585326924000.0,2,0,"PSA: @Apple, working with @CDCgov, just launched a new #COVID19 app/web site with information and a symptom screening tool (for everyone). #AAPL
app: https://apps.apple.com/us/app/id1504132184 …
web: https://www.apple.com/covid19/ pic.twitter.com/xPsBaEphdF",1243577372307107840,34547390,Mike Janes,34547390
10,1585326448000.0,2,0,"I'm sure a #Apple / #AAPL is going to have a few more rocky drops before things start to calm.
Before skyrocketing to new record highs once the dust settles.

I just can't pass up on it dropping below 250

 pic.twitter.com/mqTNBZZ7if",1243575374862221313,1043423847708590081,Michael H.,1043423847708590081
