,created_at,favorites,retweets,text,tweet_id,user_id,user_name,user_screen_name
0,1587252519000.0,0,0,"Our forex results for the last week of MARCH!

dont miss out on signals : https://t.me/forexlambo 
#forextrading $BTC #forexsignal #stocks #EURCHF $BTC #FB $ETH #fx #XAGUSD #Forex #AAPL #CRYPTO #XAUSUD #EURUSD 242803750pic.twitter.com/UBOYSajNbU",1251653900366761985,1194554989160484864,Dashacrypt,1194554989160484864
1,1587249674000.0,0,0,"Our forex results for the last week of MARCH!

hurry get Free signals : https://t.me/forexlambo 
#stocks #USOIL #CRYPTO #XAUUSD #XAGUSD $ETH $BTC #XAUSUD #AAPL #EURCHF #GBPUSD $BTC #forexsignal #FB #forextrading 315395106pic.twitter.com/dRmjGozk3K",1251641968150667264,1194344859391283200,Gracecrypt,1194344859391283200
2,1587248895000.0,16,1,$AAPL #AAPL Trading right at the .618 Fib level with a measured move from the Feb 12th high to the March 23 low. pic.twitter.com/BcEeiq4brc,1251638703350415361,969571031030616071,TrendSpider,969571031030616071
3,1587246391000.0,0,0,"Our forex results for the last week of MARCH!

For more Free signals : https://t.me/forexlambo 
#TSLA #USDCHF #USDJPY #EURJPY #NFLX #BITCOIN #USDCAD #AUDUSD #CRYPTO #AAPL #EURCHF #AMZN #FB #XAGUSD #XAUSUD 421810168pic.twitter.com/2tlNvHSgAs",1251628198590324737,1226874816336019461,Vanessa ($ATOM IS NO BOMB),1226874816336019461
4,1587246369000.0,0,0,Wouldn’t be surprised if they’re trying to create a better entry point before the 5G boom #AAPL #GS,1251628108806885377,1139332253148778496,Joey Frenette,1139332253148778496
5,1587242584000.0,0,0,You can get a #free #stock. Claim this stock now without #investing money first: http://join.robinhood.com/jasonl184  #Robinhood #invest #freestuff #tsla #aapl #freestock #StockMarket #stockmarketcrash #dowfutures,1251612229910196230,632223190,Jenny L,632223190
6,1587242570000.0,0,0,Interested in investing? Join #Webull now and get #TWO FREE #stocks when using this link: https://act.webull.com/promotion/invitation/share.html?inviteCode=ah7uZum9QPPY … #FREE #Stock #Investments #freemoney #tsla #aapl #offers #robinhoodoutage #djia #stockmarketcrash #StockMarket,1251612172641202176,632223190,Jenny L,632223190
7,1587239084000.0,0,0,Pls tell me therefore you bought into #AAPL at $224?  ...because I didn’t ,1251597549452099584,223181150,Adam Davis,223181150
8,1587238488000.0,0,0,When are you going to have me on Jason??   #AAPL,1251595050452160512,235598199,Ian Faler,235598199
9,1587238240000.0,0,0,"Goldman Says Sell Apple, As Coronavirus Dampens Iphone Demand #AAPL https://talkmarkets.com/content/stocks--equities/goldman-says-sell-apple-as-coronavirus-dampens-iphone-demand?post=258961 …",1251594012957573120,1001192245,TalkMarkets,1001192245
