,created_at,favorites,retweets,text,tweet_id,user_id,user_name,user_screen_name
0,1586128911000.0,0,0,How can you NOT OWNING #AAPL https://twitter.com/tim_cook/status/1246916489589837824 …,1246941146942709773,45661369,Critical Mas,45661369
1,1586120099000.0,0,0,"Members learning and passing to help each other in Room : KEEP LOSSES SMALL . Members profit testimonials  #SPY #AAPL #JD #QQQ . 

Join us and see for your self .pic.twitter.com/0PkY4iWZY2",1246904187327299586,1005302237508272129,Jaybees🦏,1005302237508272129
2,1586115509000.0,0,1,The Big Five #FAANG Stock and Sector Service is now posted for Sunday       #AMZN #AAPL #FB #NFLX #TSLA #GOOGL and  Sector Funds - #IBB #IYR #XLE #XLE #XLF #XLK #XRT    (link: http://theartofchart.net )   #trading #investing #FinancialFreedompic.twitter.com/5MkJk6EsiR,1246884936986042369,365951778,Stan N,365951778
3,1586110344000.0,3,0,"$AAPL - Daily

looking tired
-- Needs to hold 236
or
-- might be trouble...

#es_f #spy $spx #trading #futures #cme #mes_f #markets $spy #aapl #optionspic.twitter.com/8GxUhilNmu",1246863273942757386,1485856448,Spider*Man,1485856448
4,1586103705000.0,0,0,You can get a #free #stock. Claim this stock now without #investing money first: http://join.robinhood.com/jasonl184  #Robinhood #invest #freestuff #tsla #aapl #freestock #StockMarket #stockmarketcrash #dowfutures,1246835426658103296,632223190,Jenny L,632223190
5,1586103694000.0,0,0,Interested in investing? Join #Webull now and get #TWO FREE #stocks when using this link: https://act.webull.com/promotion/invitation/share.html?inviteCode=ah7uZum9QPPY … #FREE #Stock #Investments #freemoney #tsla #aapl #offers #robinhoodoutage #djia #stockmarketcrash #StockMarket,1246835379723894784,632223190,Jenny L,632223190
6,1586097188000.0,0,0,$AAPL Apple Inc Stock Robo Analyst April 5 2020 #AAPL http://www.stockchartai.com/aapl-apple-inc-stock-robo-analyst-april-5-2020-aapl/ … #stocks #trading #charts,1246808093406539776,1170078948752941056,StockChartAi,1170078948752941056
7,1586072563000.0,0,0,"Which is exactly why everybody who has the money, should be buying as many shares of #AAPL / #Apple as they can afford right now.",1246704808565899265,1043423847708590081,Michael H.,1043423847708590081
8,1586065312000.0,0,0,"I also like US tech & communications companies with big cash stockpiles. We’ll likely have more legs down, but will continue building positions in #GOOG #TWTR #AAPL. Also long #CRM #QCOM /7",1246674395902312448,1176160456341221381,Hansasaur,1176160456341221381
9,1586128911000.0,0,0,How can you NOT OWNING #AAPL https://twitter.com/tim_cook/status/1246916489589837824 …,1246941146942709773,45661369,Critical Mas,45661369
10,1586120099000.0,0,0,"Members learning and passing to help each other in Room : KEEP LOSSES SMALL . Members profit testimonials  #SPY #AAPL #JD #QQQ . 

Join us and see for your self .pic.twitter.com/0PkY4iWZY2",1246904187327299586,1005302237508272129,Jaybees🦏,1005302237508272129
11,1586115509000.0,0,1,The Big Five #FAANG Stock and Sector Service is now posted for Sunday       #AMZN #AAPL #FB #NFLX #TSLA #GOOGL and  Sector Funds - #IBB #IYR #XLE #XLE #XLF #XLK #XRT    (link: http://theartofchart.net )   #trading #investing #FinancialFreedompic.twitter.com/5MkJk6EsiR,1246884936986042369,365951778,Stan N,365951778
12,1586110344000.0,3,0,"$AAPL - Daily

looking tired
-- Needs to hold 236
or
-- might be trouble...

#es_f #spy $spx #trading #futures #cme #mes_f #markets $spy #aapl #optionspic.twitter.com/8GxUhilNmu",1246863273942757386,1485856448,Spider*Man,1485856448
13,1586103705000.0,0,0,You can get a #free #stock. Claim this stock now without #investing money first: http://join.robinhood.com/jasonl184  #Robinhood #invest #freestuff #tsla #aapl #freestock #StockMarket #stockmarketcrash #dowfutures,1246835426658103296,632223190,Jenny L,632223190
14,1586103694000.0,0,0,Interested in investing? Join #Webull now and get #TWO FREE #stocks when using this link: https://act.webull.com/promotion/invitation/share.html?inviteCode=ah7uZum9QPPY … #FREE #Stock #Investments #freemoney #tsla #aapl #offers #robinhoodoutage #djia #stockmarketcrash #StockMarket,1246835379723894784,632223190,Jenny L,632223190
15,1586097188000.0,0,0,$AAPL Apple Inc Stock Robo Analyst April 5 2020 #AAPL http://www.stockchartai.com/aapl-apple-inc-stock-robo-analyst-april-5-2020-aapl/ … #stocks #trading #charts,1246808093406539776,1170078948752941056,StockChartAi,1170078948752941056
16,1586072563000.0,0,0,"Which is exactly why everybody who has the money, should be buying as many shares of #AAPL / #Apple as they can afford right now.",1246704808565899265,1043423847708590081,Michael H.,1043423847708590081
17,1586065312000.0,0,0,"I also like US tech & communications companies with big cash stockpiles. We’ll likely have more legs down, but will continue building positions in #GOOG #TWTR #AAPL. Also long #CRM #QCOM /7",1246674395902312448,1176160456341221381,Hansasaur,1176160456341221381
